id,zhh,zhh_pron,is_r18,chs,en,owner_tag,register,intent
L168,有咩諗法,hou2 me1 lam2 faat3,0,有何看法/有什么看法/有什么想法/怎么样/怎么看,how do you see this/What do you think/What’s your opinion/How do you feel/What are your thoughts/Any thoughts/What do you reckon/How do you see it/How is it/How does it look/How does that soun/Is that okay with you,CanTong Lexicon 2025,Colloquial,
L169,有何睇法,jau5 ho4 tai2 faat3,0,有何看法/有什么看法/有什么想法/怎么样/怎么看,how do you see this/What do you think/What’s your opinion/How do you feel/What are your thoughts/Any thoughts/What do you reckon/How do you see it/How is it/How does it look/How does that soun/Is that okay with you,CanTong Lexicon 2025,Formal,
L170,點解,dim2 gaai2,0,什么原因/原因是什么/为什么,how to explain/how come/why,CanTong Lexicon 2025,Colloquial,
L171,何解,ho4 gaai2,0,什么原因/原因是什么/为什么,how to explain/how come/why,CanTong Lexicon 2025,Formal,
L172,乜解究,mat1 gaai2 gau3,0,什么原因/原因是什么/为什么,how to explain/how come/why,CanTong Lexicon 2025,Colloquial,
L173,因乜解究,jan1 mat1 gaai2 gau3,0,什么原因/原因是什么/为什么,how to explain/how come/why,CanTong Lexicon 2025,Colloquial,
L174,點話點好,dim2 waa6 dim2 hou2,0,怎么都可以/怎样说都可以/怎么说就怎么办/你说什么就什么/说什么就什么/听你的,up to you/as you wish/whatever you say/it`s your call/you`re the boss,CanTong Lexicon 2025,Colloquial,
L175,隨你意思,ceoi4 nei5 ji3 si3,0,怎么都可以/怎样说都可以/怎么说就怎么办/你说什么就什么/说什么就什么/听你的,up to you/as you wish/whatever you say/it`s your call/you`re the boss,CanTong Lexicon 2025,Colloquial,
L176,你想點都得,nei5 soeng2 dim2 dou1 dak1,0,怎么都可以/怎样说都可以/怎么说就怎么办/你说什么就什么/说什么就什么/听你的,up to you/as you wish/whatever you say/it`s your call/you`re the boss,CanTong Lexicon 2025,Colloquial,
L177,點都得,dim2 dou1 dak1,0,怎么都可以/怎样说都可以/怎么说就怎么办/你说什么就什么/说什么就什么/听你的,up to you/as you wish/whatever you say/it`s your call/you`re the boss,CanTong Lexicon 2025,Colloquial,
L178,你話咩就咩,nei5 waa6 me1 zau6 me1,0,怎么都可以/怎样说都可以/怎么说就怎么办/你说什么就什么/说什么就什么/听你的,up to you/as you wish/whatever you say/it`s your call/you`re the boss,CanTong Lexicon 2025,Colloquial,
L179,你話乜就咩,nei5 waa6 mat1 zau6 mat1,0,怎么都可以/怎样说都可以/怎么说就怎么办/你说什么就什么/说什么就什么/听你的,up to you/as you wish/whatever you say/it`s your call/you`re the boss,CanTong Lexicon 2025,Colloquial,
L180,你話事,nei5 waa6 si6,0,怎么都可以/怎样说都可以/怎么说就怎么办/你说什么就什么/说什么就什么/听你的,up to you/as you wish/whatever you say/it`s your call/you`re the boss,CanTong Lexicon 2025,Colloquial,
L181,點頭之交,dim2 tau4 zi1 gaau1,0,普通朋友/没什么交集/泛泛之交,common friend / people with little interaction / casual acquaintances,CanTong Lexicon 2025,Formal,
L182,泛泛之交,faan6 faan6 zi1 gaau1,0,普通朋友/没什么交集/泛泛之交,common friend / people with little interaction / casual acquaintances,CanTong Lexicon 2025,Formal,
L183,普通朋友,pou2 tung1 pang4 jau5,0,普通朋友/没什么交集/泛泛之交,common friend / people with little interaction / casual acquaintances,CanTong Lexicon 2025,Colloquial,
L184,點紅點綠,dim2 hung4 dim2 luk6,0,存心误导人/忽悠,to mislead someone deliberately/lying/deceiving/boasting/talking nonsense/blathering/cheating/telling lies/to lie/lie,CanTong Lexicon 2025,Colloquial,
L185,指點江山,zi2 dim2 gong1 saan1,0,存心误导人/忽悠/指點江山/纠正错误,to mislead someone deliberately/deceiving/talking nonsense/set the world to rights,CanTong Lexicon 2025,Formal,
L186,想點,soeng2 dim2,0,想怎么样/想怎样,What do you want/How do you want,CanTong Lexicon 2025,Colloquial,
L187,諗住點,lam2 zyu6 dim2,0,想怎么样/想怎样,What do you want/How do you want,CanTong Lexicon 2025,Colloquial,
L188,想點樣,soeng2 dim2 joeng6,0,想怎么样/想怎样,What do you want/How do you want,CanTong Lexicon 2025,Colloquial,
L189,想點閪樣,soeng2 dim2 haai1 joeng6,1,想怎么样/想怎样,What do you want/How do you want,CanTong Lexicon 2025,Colloquial,
L190,想點撚樣,soeng2 dim2 lan2 joeng6,1,想怎么样/想怎样,What do you want/How do you want,CanTong Lexicon 2025,Colloquial,
L191,點啊,dim2 aa3,0,想怎么样/想怎样,What do you want/How do you want,CanTong Lexicon 2025,Colloquial,
L192,擗埋一二邊,pik1 maai4 jat1 ji6 bin1,0,放在一边/丢在一边/扔在一边/丢/扔,set it aside/throw it aside/chuck it to one side/put it aside/toss it aside/shelve it aside,CanTong Lexicon 2025,Colloquial,
L193,擗埋一邊,pik1 maai4 jat1 bin1,0,放在一边/丢在一边/扔在一边/丢/扔,set it aside/throw it aside/chuck it to one side/put it aside/toss it aside/shelve it aside,CanTong Lexicon 2025,Colloquial,
L194,放埋一邊,fong3 maai4 jat1 bin1,0,放在一边/丢在一边/扔在一边/丢/扔,set it aside/throw it aside/chuck it to one side/put it aside/toss it aside/shelve it aside,CanTong Lexicon 2025,Colloquial,
L195,放埋一二邊,fong3 maai4 jat1 ji6 bin1,0,放在一边/丢在一边/扔在一边/丢/扔,set it aside/throw it aside/chuck it to one side/put it aside/toss it aside/shelve it aside,CanTong Lexicon 2025,Colloquial,
L196,抌埋一二邊,dam2 maai4 jat1 ji6 bin1,0,甩在一边/丢/扔,cast it aside/brush it aside,CanTong Lexicon 2025,Colloquial,
L197,揼埋一邊,zam2 maai4 jat1 bin1,0,甩在一边/丢/扔,cast it aside/brush it aside,CanTong Lexicon 2025,Colloquial,
L198,擗一二邊,pik1 jat1 ji6 bin1,,扔一边/丢一边/放一边/丢/扔,set it /throw it /toss it ,CanTong Lexicon 2025,Colloquial,
L199,擗一邊,pik1 jat1 bin1,0,扔一边/丢一边/放一边/丢/扔,set it /throw it /toss it ,CanTong Lexicon 2025,Colloquial,
L200,放一二邊,fong3 jat1 ji6 bin1,0,扔一边/丢一边/放一边/丢/扔,set it /throw it /toss it ,CanTong Lexicon 2025,Colloquial,
L201,放一邊,fong3 jat1 bin1,0,扔一边/丢一边/放一边/丢/扔,set it /throw it /toss it ,CanTong Lexicon 2025,Colloquial,
L202,抌一二邊,dam2 jat1 ji6 bin1,0,甩一边/丢/扔,cast it ,CanTong Lexicon 2025,Colloquial,
L203,抌一邊,dam2 jat1 bin1,0,甩一边/丢/扔,cast it ,CanTong Lexicon 2025,Colloquial,
L204,抌低,dam2 dai1,0,甩一边/丢/扔,cast it ,CanTong Lexicon 2025,Colloquial,
L205,抌垃圾,dam2 laap6 saap3,0,丢垃圾/倒垃圾/扔垃圾/丢/扔,throw out thegarbage/throw out trash/take out the thegarbage/take out the trash/put out the thegarbage/put out the trash/litter/dump,CanTong Lexicon 2025,Colloquial,
L206,掉垃圾,diu6 laap6 saap3,0,丢垃圾/倒垃圾/扔垃圾/丢/扔,throw out thegarbage/throw out trash/take out the thegarbage/take out the trash/put out the thegarbage/put out the trash/litter/dump,CanTong Lexicon 2025,Colloquial,
L207,抛垃圾,paau1 laap6 saap3,0,丢垃圾/倒垃圾/扔垃圾/丢/扔,throw out thegarbage/throw out trash/take out the thegarbage/take out the trash/put out the thegarbage/put out the trash/litter/dump,CanTong Lexicon 2025,Colloquial,
L208,掟煲,deng6 bou1,0,分手,separate,CanTong Lexicon 2025,Colloquial,
L209,分手,fan1 sau2,0,分手,separate,CanTong Lexicon 2025,Formal,
L210,抌咗佢,dam2 zo2 keoi5,0,倒掉它/扔掉它/丢掉它/丢/扔,throw it away/discard it/Pour it out/throw away/toss out/deep six,CanTong Lexicon 2025,Colloquial,
L211,掉咗佢,diu6 zo2 keoi5,0,倒掉它/扔掉它/丢掉它/丢/扔,throw it away/discard it/Pour it out/throw away/toss out/deep six,CanTong Lexicon 2025,Colloquial,
L212,倒咗佢,dou3 zo2 keoi5,0,倒掉它/扔掉它/丢掉它/丢/扔,throw it away/discard it/Pour it out/throw away/toss out/deep six,CanTong Lexicon 2025,Colloquial,
L213,弹開,taan6 hoi1,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L214,行開,haang4 hoi1,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L215,死開,sei2 hoi1,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L216,走開,zau2 hoi1,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L217,躝屍趷路,laan1 si1 tik1 lou6,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Slang,
L218,死埋一邊,sei2 maai4 jat1 bin1,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L219,躝,laan1,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L220,过主,gwo3 zyu2,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L221,趷開,tik1 hoi1,0,走开/起开/滚/一边去,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L222,揼咗啲嘢佢,dam2 zo2 di1 je5 keoi5,0,把它们都倒掉/把它们都扔掉/把它们都丢掉,Pour them all out / Throw them all away / Discard them all/deep six,CanTong Lexicon 2025,Colloquial,
L223,掉咗啲嘢佢,diu6 zo2 di1 je5 keoi5,0,把它们都倒掉/把它们都扔掉/把它们都丢掉,Pour them all out / Throw them all away / Discard them all/deep six,CanTong Lexicon 2025,Colloquial,
L224,倒咗啲嘢佢,dou3 zo2 di1 je5 keoi5,0,把它们都倒掉/把它们都扔掉/把它们都丢掉,Pour them all out / Throw them all away / Discard them all/deep six,CanTong Lexicon 2025,Colloquial,
L225,躝街,laan1 gaai1,0,逛街/逛街去/出门,shop/Shopping/ Going shopping/Going out,CanTong Lexicon 2025,Colloquial,
L226,出街,ceot1 gaai1,0,逛街/逛街去/出门,shop/Shopping/ Going shopping/Going out,CanTong Lexicon 2025,Colloquial,
L227,哨街,saau3 gaai1,0,逛街/逛街去/出门,shop/Shopping/ Going shopping/Going out,CanTong Lexicon 2025,Colloquial,
L228,逛街,gwaang1 gaai1,0,逛街/逛街去/出门,shop/Shopping/ Going shopping/Going out,CanTong Lexicon 2025,Colloquial,
L229,出门,ceot1 mun4,0,逛街/逛街去/出门,shop/Shopping/ Going shopping/Going out,CanTong Lexicon 2025,Colloquial,
L230,去街,heoi3 gaai1,0,逛街/逛街去/出门,shop/Shopping/ Going shopping/Going out,CanTong Lexicon 2025,Colloquial,
L231,撻落地下,taat3 lok6 dei6,0,重重甩在地下/摔在地下,thrown heavily to the ground/slammed to the ground/hurl/fling/slam down,CanTong Lexicon 2025,Colloquial,
L232,撻啲嘢落地下,taat3 di1 je5 lok6 dei6,0,重重甩在地下/摔在地下,thrown heavily to the ground/slammed to the ground/hurl/fling/slam down,CanTong Lexicon 2025,Colloquial,
L233,揼春 ,dam2 ceon1,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L234,抌心,dam2 sam1,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L235,抌心口,dam2 sam1 hung1,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L236,揼袋,dam2 doi6,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L237,后悔,hau6 fui3,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L238,趸春,dan2 ceon1,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L239,抌膥 ,dam2 ceon1,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L240,呻笨 ,san1 ban6,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L241,呻笨柒,san1 ban6 cat1,1,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L242,蝕​底​,sik1 dai2,0,后悔莫及/极度失望/扎心/后悔,throw something over very quickly/too late to regret/Heartbreaking/to regret,CanTong Lexicon 2025,Colloquial,
L243,包𢱕,baau1 gip6,0,剪刀石头布/石头剪刀布,Rock Paper Scissors,CanTong Lexicon 2025,Colloquial,
L244,猜呈尋,caai1 cing4 cam4,0,剪刀石头布/石头剪刀布,Rock Paper Scissors,CanTong Lexicon 2025,Colloquial,
L245,包剪𢱕,baau1 zin2 gip6,0,剪刀石头布/石头剪刀布,Rock Paper Scissors,CanTong Lexicon 2025,Colloquial,
L246,𢱕背脊,gip6 bui3 zek3,0,捶背/按摩,Back massage/massage,CanTong Lexicon 2025,Colloquial,
L247,按摩,on1 mo1,0,捶背/按摩,Back massage/massage,CanTong Lexicon 2025,Colloquial,
L248,馬殺雞,maa5 saat3 gai1,0,捶背/按摩,Back massage/massage,CanTong Lexicon 2025,Colloquial,
L249,𢱕骨,gip6 gwat1,0,捶背/按摩,Back massage/massage,CanTong Lexicon 2025,Colloquial,
L250,畀人毆,bei2 jan4 au2,0,给人打/给人揍/挨揍,Beat up,CanTong Lexicon 2025,Colloquial,
L251,畀人𢱕,bei2 jan4 gip6,0,给人打/给人揍/挨揍,Beat up,CanTong Lexicon 2025,Colloquial,
L252,𢱕佢镬甘嘅,dap6 keoi5 wok6 gam3 ge3,0,狠狠地教训他一顿/狠狠地教训她一顿/给她点颜色看看/给他点颜色看看/给点颜色她看看/给点颜色他看看,Give her a good beating/Give him a good beating,CanTong Lexicon 2025,Colloquial,
L253,𢱕佢镬劲嘅,dap6 keoi5 wok6 ging6 ge3,0,狠狠地教训他一顿/狠狠地教训她一顿/给她点颜色看看/给他点颜色看看/给点颜色她看看/给点颜色他看看,Give her a good beating/Give him a good beating,CanTong Lexicon 2025,Colloquial,
L254,抌低佢,daam3 dai1 keoi5,0,抛弃他/抛弃她/放下他/放下她,Abandon him/her,CanTong Lexicon 2025,Colloquial,
L255,掉低佢,diu3 dai1 keoi5,0,抛弃他/抛弃她/放下他/放下她,Abandon him/her,CanTong Lexicon 2025,Colloquial,
L256,放低佢,fong3 dai1 keoi5,0,抛弃他/抛弃她/放下他/放下她,Abandon him/her,CanTong Lexicon 2025,Colloquial,
L257,沙𦢊,saa1 pok3,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L258,吉士,gat1 si2,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L259,膽生毛,daam2 saang1 mou4,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L260,沙膽,saa1 daam2,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L261,夠薑,gau3 goeng1,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L262,未死過,mei6 sei2 gwo3,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L263,死字唔識寫,sei2 zi6 m4 sik1 se2,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L264,作死,zuk1 sei2,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L265,夠pok,gau3 pok3,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L266,夠𦢊,gau3 saa1,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L267,沙pok,sāa1 pok3,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L268,有種,jau5 zung2,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L269,膽大包天,daam2 daai6 baau1 tin1,0,大胆/胆子大/不怕死,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L270,夠雷,gau3 leoi4,0,大胆/胆子大/不怕死/够雷,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L271,夠雷氣,gau3 leoi4 hei3,0,大胆/胆子大/不怕死/够雷气,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L272,​夠義氣,gau3 ji6 hei3,0,大胆/胆子大/不怕死/够义气,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L273,有雷氣,jau5 leoi4 hei3,0,大胆/胆子大/不怕死/有雷气,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L274,有雷,jau5 leoi4,0,大胆/胆子大/不怕死/有雷,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L275,沙鳩膽,sāa1 gau1 daam2,1,大胆/胆子大/不怕死/沙鸠胆/沙9胆,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L276,未撚死過,mei6 lan2 sei2 gwo3,1,大胆/胆子大/不怕死/未len死过/未撚死过,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L277,幾撚夠薑,gei2 lan2 gau3 goeng1,1,大胆/胆子大/不怕死/挺有胆识/几撚够姜/几len够姜,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L278,幾鳩夠薑,gei2 gau1 gau3 goeng1,1,大胆/胆子大/不怕死/挺有胆识/几鸠够姜/几9够姜,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L279,有吉士,jau5 gāt6 si6,0,大胆/胆子大/不怕死/有胆量,Bold/daring/fearless/loyal/brotherhood spirit,CanTong Lexicon 2025,Colloquial,
L280,臭閪,cau3 hai1,1,婊子/死臭閪/超high/超嗨/炒蟹/臭婊子/超hi,cunt/smelly vagina/bitch,CanTong Lexicon 2025,Colloquial,
L281,閪婆,hai1 po4,1,婊子/死臭閪/超high/超嗨/炒蟹/臭婊子/超hi,cunt/smelly vagina/bitch,CanTong Lexicon 2025,Colloquial,
L282,死臭閪,sei2 cau3 hai1,1,婊子/死臭閪/超high/超嗨/炒蟹/臭婊子/超hi,cunt/smelly vagina/bitch,CanTong Lexicon 2025,Colloquial,
L283,死八婆,sei2 baat3 po4,0,婊子/臭三八/死八婆/八婆/臭婊子/鸡婆,cunt/smelly vagina/bitch,CanTong Lexicon 2025,Colloquial,
L284,八婆,baat3 po4,0,婊子/臭三八/死八婆/八婆/臭婊子/鸡婆,meddling woman/nosy parker/cunt/smelly vagina/bitch,CanTong Lexicon 2025,Colloquial,
L285,單單打打,daan1 daan1 daa2 daa2,0,阴阳怪气,to criticize implicitly/to be mischievous,CanTong Lexicon 2025,Colloquial,
L286,整古作怪,zing2 gu2 zok3 gwaai3,0,阴阳怪气,to criticize implicitly/to be mischievous,CanTong Lexicon 2025,Colloquial,
L287,整古做怪,zing2 gu2 zou6 gwaai3,0,阴阳怪气,to criticize implicitly/to be mischievous,CanTong Lexicon 2025,Colloquial,
L288,整蠱做怪,zing2 gu2 zou6 gwaai3,0,阴阳怪气,to criticize implicitly/to be mischievous,CanTong Lexicon 2025,Colloquial,
L289,單打,daan1 daa2,0,阴阳怪气,to criticize implicitly/to be mischievous,CanTong Lexicon 2025,Colloquial,
L290,陰濕,jam1 sap1,0,阴阳怪气/奸诈/狡猾/阴湿,dark and moist/wicked/devious/Creepy/to be mischievous/sinister/insidious/treacherous/,CanTong Lexicon 2025,Colloquial,
L291,陰險,jam1 him2,0,阴阳怪气/奸诈/狡猾/阴险,dark and moist/wicked/devious/Creepy/to be mischievous/sinister/insidious/treacherous/,CanTong Lexicon 2025,Colloquial,
L292,狡猾,gaau2 waat6,0,阴阳怪气/奸诈/狡猾,dark and moist/wicked/devious/Creepy/to be mischievous/sinister/insidious/treacherous/sly/cunning/crafty,CanTong Lexicon 2025,Colloquial,
L293,蠱惑,gu2 waak6,0,阴阳怪气/奸诈/狡猾/蛊惑,dark and moist/wicked/devious/Creepy/to be mischievous/sinister/insidious/treacherous/,CanTong Lexicon 2025,Colloquial,
L294,圓滑, jyun4 waat6,0,阴阳怪气/奸诈/狡猾,dark and moist/wicked/devious/Creepy/to be mischievous/sinister/insidious/treacherous/,CanTong Lexicon 2025,Colloquial,
L295,陰險毒辣,jam1 him2 duk6 laat6,0,阴阳怪气/奸诈/狡猾,treacherous and murderous/dark and moist/wicked/devious/Creepy/to be mischievous/sinister/insidious/treacherous/sly/cunning/crafty,CanTong Lexicon 2025,Colloquial,
L296,狗,gau2,0,阴阳怪气/奸诈/狡猾,dark and moist/wicked/devious/Creepy/to be mischievous/sinister/insidious/treacherous/sly/cunning/crafty,CanTong Lexicon 2025,Colloquial,
L297,含沙射影,ham4 saa1 se6 jing2,0,阴阳怪气,to criticize implicitly/to be mischievous/to scold someone indirectly/to make oblique accusations,CanTong Lexicon 2025,Colloquial,
L298,指桑罵槐,zi2 song1 maa6 waai4,0,阴阳怪气/奸诈/狡猾/指桑骂槐,to scold someone indirectly/to make oblique accusations/to criticize implicitly/to be mischievous,CanTong Lexicon 2025,Colloquial,
L299,嘰嘰趷趷,gi1 gi1 gat6 gat6,0,叽叽歪歪/唧唧歪歪/指手画脚/啰啰嗦嗦/啰嗦,naggy/yammering/to stammer/to stutter/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L300,指手畫腳,zi2 sau2 waak6 goek3,0,叽叽歪歪/唧唧歪歪/指手画脚/唠唠叨叨,to gesticulate/to make gestures/naggy/yammering,CanTong Lexicon 2025,Colloquial,
L301,嘰趷,gi1 gat6,0,叽叽歪歪/唧唧歪歪/指手画脚/唠叨/啰嗦,naggy/yammering/to stammer/to stutter/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L302,齮齮齕齕,gi1 gi1 gat6 gat6,0,叽叽歪歪/唧唧歪歪/指手画脚/啰啰嗦嗦/啰嗦,naggy/yammering/to stammer/to stutter/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L303,吟吟沉沉,ngam4 ngam4 cam4 cam4,0,叽叽歪歪/唧唧歪歪/窃窃细语/唠唠叨叨/啰啰嗦嗦/啰嗦,muttering/naggy/yammering/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L304,行撚開,haang4 nan2 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L305,行閪開,haang4 hai1 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L306,行柒開,haang4 cat6 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L307,行鳩開,haang4 gau1 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L308,弹撚開,daan2 nan2 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L309,弹閪開,daan2 hai1 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L310,弹柒開,daan2 cat6  hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L311,弹鳩開,daan2 gau1  hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L312,死鳩開,sei2 gau1 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L313,死閪開,sei2 hai1 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L314,死柒開,sei2 cat6 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L315,死撚開,sei2 nan2 hoi1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L316,死埋一二邊,sei2 maai4 jat1 ji6 bin6,0,走开/起开/滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L317,死柒埋一邊,sei2 cat6 maai4 jat1 bin1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L318,死閪埋一邊,sei2 hai1 maai4 jat1 bin1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L319,死撚埋一邊,sei2 nan2 maai4 jat1 bin1,1,走开/起开/滚/他妈的给我滚,get out of here/fuck off/get lost/get out of here/beat it/get out,CanTong Lexicon 2025,Colloquial,
L320,吟吟尋尋,ngam4 ngam4 cam4 cam4,0,叽叽歪歪/唧唧歪歪/窃窃细语/唠唠叨叨,muttering/naggy/yammering/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L321,依依鵝鵝,ji4 ji1 ngo4 ngo4,0,叽叽歪歪/唧唧歪歪/窃窃细语/唠唠叨叨/依依哦哦,muttering/naggy/yammering/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L322,咦咿𠹷𠹷,ji4 ji1 ngo4 ngo4,0,叽叽歪歪/唧唧歪歪/窃窃细语/唠唠叨叨/依依哦哦,muttering/naggy/yammering/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L323,咦咦哦哦,ji4 ji1 ngo4 ngo4,0,叽叽歪歪/唧唧歪歪/窃窃细语/唠唠叨叨/依依哦哦,muttering/naggy/yammering/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
L324,咿咿𠹷𠹷,ji4 ji1 ngo4 ngo4,0,叽叽歪歪/唧唧歪歪/窃窃细语/唠唠叨叨/依依哦哦,muttering/naggy/yammering/to complain and criticize/to be pesky,CanTong Lexicon 2025,Colloquial,
